SKB                CPU PROCESS          NETNS      MARK/x        IFACE       PROTO  MTU   LEN   TUPLE FUNC
0xffff8bf31b90a4e8 3   <empty>:20315    4026532949 0            eth0:21      0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     tcp_v4_rcv
0xffff8bf31b90a4e8 3   <empty>:20315    4026532949 0            eth0:21      0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     __inet_lookup_listener
0xffff8bf31b90a4e8 3   <empty>:20315    4026532949 0            eth0:21      0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     inet_lhash2_lookup
0xffff8bf31b90a4e8 3   <empty>:20315    4026532949 0            eth0:21      0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     inet_lhash2_lookup
0xffff8bf31b90a4e8 3   <empty>:20315    4026532949 0            eth0:21      0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     tcp_filter
0xffff8bf31b90a4e8 3   <empty>:20315    4026532949 0            eth0:21      0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     sk_filter_trim_cap
0xffff8bf31b90a4e8 3   <empty>:20315    4026532949 0            eth0:21      0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     security_sock_rcv_skb
0xffff8bf31b90a4e8 3   <empty>:20315    4026532949 0            eth0:21      0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     apparmor_socket_sock_rcv_skb
0xffff8bf31b90a4e8 3   <empty>:20315    4026532949 0            eth0:21      0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     tcp_v4_fill_cb
0xffff8bf31b90a4e8 3   <empty>:20315    0          0               0         0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     tcp_v4_do_rcv
0xffff8bf31b90a4e8 3   <empty>:20315    0          0               0         0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     tcp_rcv_state_process
0xffff8bf31b90a4e8 3   <empty>:20315    0          0               0         0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     tcp_v6_conn_request
0xffff8bf31b90a4e8 3   <empty>:20315    0          0               0         0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     tcp_v4_conn_request
0xffff8bf31b90a4e8 3   <empty>:20315    0          0               0         0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     tcp_conn_request
0xffff8bf31b90a4e8 3   <empty>:20315    0          0               0         0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     tcp_v4_route_req
0xffff8bf31b90a4e8 3   <empty>:20315    0          0               0         0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     security_inet_conn_request
0xffff8bf31b90a4e8 3   <empty>:20315    0          0               0         0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     apparmor_inet_conn_request
0xffff8bf31b90a4e8 3   <empty>:20315    0          0               0         0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     tcp_try_fastopen
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0               0         0x0000 1450  60    10.0.1.218:80->10.0.1.199:51998(tcp)     __ip_local_out
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0               0         0x0800 1450  60    10.0.1.218:80->10.0.1.199:51998(tcp)     ip_output
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1450  60    10.0.1.218:80->10.0.1.199:51998(tcp)     nf_hook_slow
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1450  60    10.0.1.218:80->10.0.1.199:51998(tcp)     apparmor_ip_postroute
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1450  60    10.0.1.218:80->10.0.1.199:51998(tcp)     ip_finish_output
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1450  60    10.0.1.218:80->10.0.1.199:51998(tcp)     __ip_finish_output
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1450  60    10.0.1.218:80->10.0.1.199:51998(tcp)     ip_finish_output2
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1450  60    10.0.1.218:80->10.0.1.199:51998(tcp)     neigh_resolve_output
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1450  60    10.0.1.218:80->10.0.1.199:51998(tcp)     __neigh_event_send
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1450  60    10.0.1.218:80->10.0.1.199:51998(tcp)     eth_header
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1450  60    10.0.1.218:80->10.0.1.199:51998(tcp)     skb_push
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1450  74    10.0.1.218:80->10.0.1.199:51998(tcp)     __dev_queue_xmit
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1450  74    10.0.1.218:80->10.0.1.199:51998(tcp)     qdisc_pkt_len_init
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1500  74    10.0.1.218:80->10.0.1.199:51998(tcp)     netdev_core_pick_tx
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1500  74    10.0.1.218:80->10.0.1.199:51998(tcp)     validate_xmit_skb
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1500  74    10.0.1.218:80->10.0.1.199:51998(tcp)     netif_skb_features
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1500  74    10.0.1.218:80->10.0.1.199:51998(tcp)     passthru_features_check
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1500  74    10.0.1.218:80->10.0.1.199:51998(tcp)     skb_network_protocol
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1500  74    10.0.1.218:80->10.0.1.199:51998(tcp)     skb_csum_hwoffload_help
